13.7.42    10    142    1    (291, 72)        0.22360679775
13.7.42    10    142    2    (213, 116)        0.22360679775
13.7.42    10    142    3    (50, 174)        0.2
13.7.42    10    142    4    (299, 249)        0.0
13.7.42    10    142    5    (342, 60)        0.0
13.7.42    10    142    6    (369, 157)        0
13.7.42    10    142    7    (190, 261)        0
13.7.42    10    143    1    (291, 72)        0.22360679775
13.7.42    10    143    2    (214, 116)        0.1
13.7.42    10    143    3    (51, 173)        0.0
13.7.42    10    143    4    (299, 249)        0.0
13.7.42    10    143    5    (342, 64)        0.4
13.7.42    10    143    6    (366, 154)        0
13.7.42    10    143    7    (182, 260)        0
13.7.42    10    144    1    (291, 72)        0.22360679775
13.7.42    10    144    2    (214, 115)        0.0
13.7.42    10    144    3    (50, 174)        0.141421356237
13.7.42    10    144    4    (300, 250)        0.141421356237
13.7.42    10    144    5    (340, 62)        0.282842712475
13.7.42    10    144    6    (174, 260)        0
13.7.43    10    145    1    (291, 72)        0.360555127546
13.7.43    10    145    2    (214, 116)        0.0
13.7.43    10    145    3    (51, 173)        0.0
13.7.43    10    145    4    (299, 249)        0.0
13.7.43    10    145    5    (366, 154)        0.0
13.7.43    10    145    6    (166, 260)        0
13.7.43    10    146    1    (291, 73)        0.360555127546
13.7.43    10    146    2    (50, 174)        0.1
13.7.43    10    146    3    (300, 249)        0.1
13.7.43    10    146    4    (364, 152)        0.282842712475
13.7.43    10    146    5    (164, 262)        0
13.7.43    10    146    6    (341, 62)        0
13.7.43    10    147    1    (215, 117)        0.282842712475
13.7.43    10    147    2    (50, 174)        0.0
13.7.43    10    147    3    (302, 254)        0.583095189485
13.7.43    10    147    4    (365, 153)        0.141421356237
13.7.43    10    147    5    (156, 265)        0
13.7.43    10    147    6    (341, 62)        0
13.7.43    10    148    1    (214, 117)        0.141421356237
13.7.43    10    148    2    (44, 172)        0.707106781187
13.7.43    10    148    3    (302, 255)        0.67082039325
13.7.43    10    148    4    (365, 152)        0.22360679775
13.7.43    10    148    5    (145, 265)        0
13.7.43    10    148    6    (341, 62)        0
13.7.44    10    149    1    (214, 117)        0.1
13.7.44    10    149    2    (42, 171)        0.854400374532
13.7.44    10    149    3    (303, 254)        0.5
13.7.44    10    149    4    (365, 153)        0.141421356237
13.7.44    10    149    5    (144, 263)        0.0
13.7.44    10    149    6    (342, 62)        0
13.7.44    10    150    1    (215, 117)        0.22360679775
13.7.44    10    150    2    (302, 252)        0.424264068712
13.7.44    10    150    3    (366, 153)        0.1
13.7.44    10    150    4    (343, 62)        0
13.7.44    10    151    1    (40, 167)    West    1.25299640861
13.7.44    10    151    2    (302, 253)        0.4472135955
13.7.44    10    151    3    (343, 62)        0
13.7.44    10    151    4    (199, 70)        0
13.7.44    10    151    5    (212, 142)        0
13.7.44    10    151    6    (279, 47)        0
13.7.44    10    151    7    (372, 156)        0
13.7.44    10    152    1    (40, 167)        1.22065556157
13.7.44    10    152    2    (126, 267)    West    1.84390889146
13.7.44    10    152    3    (342, 61)        0
13.7.44    10    152    4    (198, 70)        0
13.7.44    10    152    5    (212, 141)        0
13.7.44    10    152    6    (279, 47)        0
13.7.44    10    152    7    (372, 156)        0
13.7.45    10    153    1    (40, 167)        1.22065556157
13.7.45    10    153    2    (118, 266)    West    2.61725046566
13.7.45    10    153    3    (343, 61)        0
13.7.45    10    153    4    (198, 71)        0
13.7.45    10    153    5    (212, 142)        0
13.7.45    10    153    6    (280, 47)        0
13.7.45    10    153    7    (372, 156)        0
13.7.45    10    154    1    (41, 167)        0.583095189485
13.7.45    10    154    2    (111, 266)    West    3.31360830516
13.7.45    10    154    3    (342, 59)        0.0
13.7.45    10    154    4    (198, 70)        0
13.7.45    10    154    5    (211, 142)        0
13.7.45    10    154    6    (279, 47)        0
13.7.45    10    154    7    (373, 156)        0
13.7.45    10    155    1    (40, 168)        0.360555127546
13.7.45    10    155    2    (103, 265)    West    4.10487515035
13.7.45    10    155    3    (343, 58)        0.141421356237
13.7.45    10    155    4    (196, 70)        0
13.7.45    10    155    5    (208, 139)        0
13.7.45    10    155    6    (279, 47)        0
13.7.45    10    155    7    (373, 157)        0
13.7.46    10    156    1    (40, 167)        0.0
13.7.46    10    156    2    (95, 265)    West    4.9040799341
13.7.46    10    156    3    (343, 58)        0.141421356237
13.7.46    10    156    4    (196, 69)        0
13.7.46    10    156    5    (208, 138)        0
13.7.46    10    156    6    (279, 47)        0
13.7.46    10    156    7    (373, 157)        0
13.7.46    10    156    8    (90, 73)        0
13.7.46    10    156    9    (133, 69)        0
13.7.46    10    156    10    (387, 69)        0
13.7.46    10    157    1    (40, 167)        0.0
13.7.46    10    157    2    (89, 263)    West    3.72155881319
13.7.46    10    157    3    (343, 59)        0.1
13.7.46    10    157    4    (195, 68)        0
13.7.46    10    157    5    (207, 139)        0
13.7.46    10    157    6    (280, 50)        0
13.7.46    10    157    7    (369, 154)        0
13.7.46    10    157    8    (90, 73)        0
13.7.46    10    157    9    (133, 69)        0
13.7.46    10    157    10    (387, 69)        0
13.7.46    10    158    1    (39, 167)        0.1
13.7.46    10    158    2    (85, 262)    West    3.32415402772
13.7.46    10    158    3    (341, 58)        0.141421356237
13.7.46    10    158    4    (195, 66)        0
13.7.46    10    158    5    (206, 138)        0
13.7.46    10    158    6    (280, 50)        0
13.7.46    10    158    7    (369, 155)        0
13.7.46    10    158    8    (91, 73)        0
13.7.46    10    158    9    (133, 69)        0
13.7.46    10    158    10    (387, 69)        0
13.7.46    10    159    1    (39, 167)        0.2
13.7.46    10    159    2    (78, 262)    West    3.32415402772
13.7.46    10    159    3    (339, 55)        0.5
13.7.46    10    159    4    (194, 65)        0.0
13.7.46    10    159    5    (206, 139)        0.0
13.7.46    10    159    6    (280, 50)        0.0
13.7.46    10    159    7    (370, 155)        0.0
13.7.46    10    159    8    (90, 73)        0
13.7.46    10    159    9    (133, 69)        0
13.7.46    10    159    10    (387, 69)        0
13.7.47    10    160    1    (39, 167)        0.141421356237
13.7.47    10    160    2    (68, 262)    West    3.51283361405
13.7.47    10    160    3    (339, 54)        0.565685424949
13.7.47    10    160    4    (193, 64)        0.141421356237
13.7.47    10    160    5    (206, 140)        0.1
13.7.47    10    160    6    (280, 49)        0.1
13.7.47    10    160    7    (370, 154)        0.1
13.7.47    10    160    8    (90, 73)        0
13.7.47    10    160    9    (133, 69)        0
13.7.47    10    160    10    (387, 69)        0
13.7.47    10    161    1    (39, 167)        0.1
13.7.47    10    161    2    (60, 264)    West    3.50142828
13.7.47    10    161    3    (339, 54)        0.565685424949
13.7.47    10    161    4    (192, 67)        0.282842712475
13.7.47    10    161    5    (205, 139)        0.1
13.7.47    10    161    6    (284, 50)        0.4
13.7.47    10    161    7    (370, 154)        0.1
13.7.47    10    161    8    (90, 73)        0
13.7.47    10    161    9    (133, 69)        0
13.7.47    10    161    10    (386, 69)        0
13.7.47    10    162    1    (40, 167)        0.0
13.7.47    10    162    2    (62, 271)    West    2.81602556807
13.7.47    10    162    3    (339, 54)        0.640312423743
13.7.47    10    162    4    (193, 66)        0.141421356237
13.7.47    10    162    5    (205, 139)        0.1
13.7.47    10    162    6    (285, 54)        0.640312423743
13.7.47    10    162    7    (370, 154)        0.1
13.7.47    10    162    8    (90, 73)        0
13.7.47    10    162    9    (135, 72)        0
13.7.47    10    162    10    (386, 68)        0
13.7.48    10    163    1    (39, 167)        0.0
13.7.48    10    163    2    (58, 271)    West    2.84604989415
13.7.48    10    163    3    (339, 55)        0.360555127546
13.7.48    10    163    4    (193, 69)        0.412310562562
13.7.48    10    163    5    (205, 138)        0.141421356237
13.7.48    10    163    6    (287, 53)        0.761577310586
13.7.48    10    163    7    (370, 154)        0.1
