13.8.12    10    256    1    (160, 29)    North    1.33416640641
13.8.12    10    256    2    (205, 56)        0.632455532034
13.8.12    10    256    3    (298, 37)        0.1
13.8.12    10    256    4    (178, 161)        0.1
13.8.12    10    256    5    (337, 123)        0.98488578018
13.8.12    10    256    6    (99, 253)        0.141421356237
13.8.12    10    256    7    (300, 247)        0.1
13.8.12    10    256    8    (89, 67)        0.860232526704
13.8.12    10    256    9    (256, 130)        0
13.8.12    10    256    10    (65, 40)        0
13.8.12    10    256    11    (131, 82)        0
13.8.12    10    256    12    (382, 72)        0
13.8.12    10    256    13    (327, 58)        0
13.8.13    10    257    1    (161, 29)        0.1
13.8.13    10    257    2    (205, 56)        0.728010988928
13.8.13    10    257    3    (298, 36)        0.0
13.8.13    10    257    4    (180, 161)        0.282842712475
13.8.13    10    257    5    (337, 123)        0.5
13.8.13    10    257    6    (96, 249)        0.640312423743
13.8.13    10    257    7    (299, 247)        0.0
13.8.13    10    257    8    (89, 67)        0.860232526704
13.8.13    10    257    9    (257, 131)        0
13.8.13    10    257    10    (66, 41)        0
13.8.13    10    257    11    (131, 81)        0
13.8.13    10    257    12    (382, 72)        0
13.8.13    10    257    13    (327, 58)        0
13.8.13    10    258    1    (160, 29)        0.141421356237
13.8.13    10    258    2    (206, 57)        0.22360679775
13.8.13    10    258    3    (298, 36)        0.0
13.8.13    10    258    4    (334, 126)        0.8
13.8.13    10    258    5    (97, 249)        0.583095189485
13.8.13    10    258    6    (300, 246)        0.141421356237
13.8.13    10    258    7    (89, 67)        0.860232526704
13.8.13    10    258    8    (260, 133)        0
13.8.13    10    258    9    (67, 41)        0
13.8.13    10    258    10    (130, 82)        0
13.8.13    10    258    11    (382, 72)        0
13.8.13    10    258    12    (327, 57)        0
13.8.14    10    259    1    (155, 30)        0.60827625303
13.8.14    10    259    2    (205, 56)        0.2
13.8.14    10    259    3    (180, 161)        0.22360679775
13.8.14    10    259    4    (334, 126)        0.360555127546
13.8.14    10    259    5    (97, 249)        0.583095189485
13.8.14    10    259    6    (299, 246)        0.1
13.8.14    10    259    7    (89, 67)        0.860232526704
13.8.14    10    259    8    (261, 133)        0.0
13.8.14    10    259    9    (67, 41)        0.0
13.8.14    10    259    10    (130, 82)        0
13.8.14    10    259    11    (378, 64)        0
13.8.14    10    259    12    (327, 57)        0
13.8.14    10    260    1    (155, 29)        0.5
13.8.14    10    260    2    (201, 54)        0.632455532034
13.8.14    10    260    3    (180, 161)        0.360555127546
