13.10.55    10    777    1    (100, 88)        0.412310562562
13.10.55    10    777    2    (87, 48)        0.0
13.10.55    10    777    3    (298, 147)        0.538516480713
13.10.55    10    777    4    (347, 173)    North-West    2.86356421266
13.10.55    10    777    5    (62, 26)        0.424264068712
13.10.55    10    777    6    (187, 133)        0.1
13.10.55    10    777    7    (331, 63)        0
13.10.55    10    777    8    (28, 107)        0
13.10.55    10    777    9    (198, 39)        0
13.10.55    10    777    10    (96, 222)        0
13.10.56    10    778    1    (94, 71)        0.282842712475
13.10.56    10    778    2    (88, 48)        0.1
13.10.56    10    778    3    (121, 72)        0.4472135955
13.10.56    10    778    4    (343, 169)    North-West    2.77848879789
13.10.56    10    778    5    (62, 26)        0.360555127546
13.10.56    10    778    6    (188, 133)        0.141421356237
13.10.56    10    778    7    (329, 62)        0
13.10.56    10    778    8    (27, 107)        0
13.10.56    10    778    9    (199, 39)        0
13.10.56    10    778    10    (97, 223)        0
13.10.56    10    779    1    (94, 71)        0.22360679775
13.10.56    10    779    2    (88, 48)        0.1
13.10.56    10    779    3    (120, 67)        0.632455532034
13.10.56    10    779    4    (334, 159)    North-West    3.66196668472
13.10.56    10    779    5    (62, 27)        0.1
13.10.56    10    779    6    (185, 130)        0.4472135955
13.10.56    10    779    7    (330, 61)        0
13.10.56    10    779    8    (21, 90)        0
13.10.56    10    779    9    (199, 39)        0
13.10.56    10    779    10    (96, 223)        0
13.10.56    10    780    1    (94, 71)        0.316227766017
13.10.56    10    780    2    (88, 48)        0.22360679775
13.10.56    10    780    3    (120, 67)        0.538516480713
13.10.56    10    780    4    (328, 152)    North-West    4.5
13.10.56    10    780    5    (62, 27)        0.141421356237
13.10.56    10    780    6    (331, 61)        0
13.10.56    10    780    7    (23, 97)        0
13.10.56    10    780    8    (205, 50)        0
13.10.56    10    780    9    (95, 223)        0
13.10.57    10    781    1    (94, 71)        0.141421356237
13.10.57    10    781    2    (88, 48)        0.0
13.10.57    10    781    3    (120, 67)        0.60827625303
13.10.57    10    781    4    (328, 152)    North-West    3.6235341864
13.10.57    10    781    5    (186, 130)        0.316227766017
13.10.57    10    781    6    (332, 62)        0
13.10.57    10    781    7    (25, 100)        0
13.10.57    10    781    8    (206, 50)        0
13.10.57    10    781    9    (96, 223)        0
13.10.57    10    781    10    (246, 138)        0
13.10.57    10    781    11    (168, 236)        0
13.10.57    10    781    12    (366, 208)        0
13.10.57    10    781    13    (284, 52)        0
13.10.57    10    782    1    (94, 71)        0.141421356237
13.10.57    10    782    2    (88, 49)        0.141421356237
13.10.57    10    782    3    (120, 67)        0.60827625303
13.10.57    10    782    4    (328, 152)    North-West    2.8319604517
13.10.57    10    782    5    (185, 129)        0.5
13.10.57    10    782    6    (332, 62)        0
13.10.57    10    782    7    (24, 99)        0
13.10.57    10    782    8    (206, 51)        0
13.10.57    10    782    9    (86, 201)        0
13.10.57    10    782    10    (246, 138)        0
13.10.57    10    782    11    (169, 235)        0
13.10.57    10    782    12    (366, 207)        0
13.10.57    10    782    13    (284, 52)        0
13.10.57    10    783    1    (94, 71)        0.0
13.10.57    10    783    2    (90, 54)        0.632455532034
13.10.57    10    783    3    (328, 152)    North-West    2.26715680975
13.10.57    10    783    4    (186, 129)        0.412310562562
13.10.57    10    783    5    (332, 64)        0
13.10.57    10    783    6    (24, 99)        0
13.10.57    10    783    7    (205, 50)        0
13.10.57    10    783    8    (86, 201)        0
13.10.57    10    783    9    (246, 138)        0
13.10.57    10    783    10    (169, 236)        0
13.10.57    10    783    11    (366, 207)        0
13.10.57    10    783    12    (285, 52)        0
13.10.58    10    784    1    (94, 71)        0.0
13.10.58    10    784    2    (121, 68)        0.4
13.10.58    10    784    3    (185, 128)        0.583095189485
13.10.58    10    784    4    (333, 64)        0.0
13.10.58    10    784    5    (24, 100)        0.0
13.10.58    10    784    6    (206, 51)        0.0
13.10.58    10    784    7    (85, 201)        0.0
13.10.58    10    784    8    (246, 139)        0
13.10.58    10    784    9    (170, 235)        0
13.10.58    10    784    10    (367, 207)        0
13.10.58    10    784    11    (285, 52)        0
13.10.58    10    785    1    (94, 71)        0.0
13.10.58    10    785    2    (328, 151)        1.0
13.10.58    10    785    3    (186, 127)        0.316227766017
13.10.58    10    785    4    (24, 100)        0.0
13.10.58    10    785    5    (210, 60)        0.98488578018
13.10.58    10    785    6    (85, 201)        0.0
13.10.58    10    785    7    (246, 139)        0
13.10.58    10    785    8    (170, 235)        0
13.10.58    10    785    9    (366, 207)        0
13.10.58    10    785    10    (279, 34)        0
13.10.58    10    786    1    (94, 71)        0.0
13.10.58    10    786    2    (329, 152)        0.1
13.10.58    10    786    3    (331, 60)        0.4472135955
13.10.58    10    786    4    (23, 100)        0.1
13.10.58    10    786    5    (210, 60)        0.98488578018
13.10.58    10    786    6    (85, 202)        0.1
13.10.58    10    786    7    (246, 138)        0
13.10.58    10    786    8    (172, 235)        0
13.10.58    10    786    9    (367, 207)        0
13.10.58    10    786    10    (275, 19)        0
13.10.58    10    786    11    (179, 129)        0
