13.8.33    10    327    1    (348, 135)        0.1
13.8.33    10    327    2    (257, 36)        0.412310562562
13.8.33    10    327    3    (246, 110)        0.22360679775
13.8.33    10    327    4    (113, 17)        0.1
13.8.33    10    327    5    (76, 19)        0.0
13.8.33    10    327    6    (23, 154)        0
13.8.33    10    327    7    (176, 164)        0
13.8.33    10    327    8    (95, 74)        0
13.8.33    10    327    9    (68, 38)        0
13.8.33    10    328    1    (348, 135)        0.1
13.8.33    10    328    2    (257, 36)        0.4472135955
13.8.33    10    328    3    (247, 111)        0.360555127546
13.8.33    10    328    4    (113, 16)        0.0
13.8.33    10    328    5    (77, 19)        0.1
13.8.33    10    328    6    (23, 153)        0
13.8.33    10    328    7    (177, 164)        0
13.8.33    10    328    8    (95, 74)        0
13.8.33    10    328    9    (68, 38)        0
13.8.33    10    329    1    (349, 135)        0.0
13.8.33    10    329    2    (248, 110)        0.412310562562
13.8.33    10    329    3    (112, 16)        0.1
13.8.33    10    329    4    (77, 20)        0.141421356237
13.8.33    10    329    5    (176, 163)        0
13.8.33    10    329    6    (93, 71)        0
13.8.33    10    329    7    (68, 38)        0
13.8.33    10    330    1    (258, 36)        0.1
13.8.33    10    330    2    (112, 17)        0.141421356237
13.8.33    10    330    3    (171, 153)        0
13.8.33    10    330    4    (93, 71)        0
13.8.33    10    330    5    (68, 38)        0
13.8.34    10    331    1    (246, 111)        0.141421356237
13.8.34    10    331    2    (167, 150)        0
13.8.34    10    331    3    (94, 74)        0
13.8.34    10    331    4    (66, 34)        0
13.8.34    10    331    5    (242, 191)        0
13.8.34    10    331    6    (180, 229)        0
13.8.34    10    332    1    (24, 153)        0.0
13.8.34    10    332    2    (167, 150)        0
13.8.34    10    332    3    (95, 74)        0
13.8.34    10    332    4    (66, 34)        0
13.8.34    10    332    5    (245, 191)        0
13.8.34    10    332    6    (180, 228)        0
13.8.34    10    333    1    (23, 154)        0.141421356237
13.8.34    10    333    2    (164, 145)        0
13.8.34    10    333    3    (95, 74)        0
13.8.34    10    333    4    (66, 34)        0
13.8.34    10    333    5    (246, 190)        0
13.8.34    10    333    6    (180, 228)        0
13.8.34    10    334    1    (24, 153)        0.0
13.8.34    10    334    2    (164, 144)        0.0
13.8.34    10    334    3    (98, 78)        0.0
13.8.34    10    334    4    (66, 34)        0.0
13.8.34    10    334    5    (248, 191)        0
13.8.34    10    334    6    (179, 227)        0
13.8.34    10    335    1    (23, 153)        0.1
13.8.34    10    335    2    (163, 144)        0.1
13.8.34    10    335    3    (98, 77)        0.1
13.8.34    10    335    4    (66, 34)        0.0
13.8.34    10    335    5    (249, 190)        0
13.8.34    10    335    6    (179, 228)        0
13.8.35    10    336    1    (12, 130)    North-West    2.59422435421
13.8.35    10    336    2    (164, 144)        0.0
13.8.35    10    336    3    (98, 77)        0.1
13.8.35    10    336    4    (66, 34)        0.0
13.8.35    10    336    5    (249, 190)        0
13.8.35    10    336    6    (180, 226)        0
13.8.35    10    336    7    (247, 119)        0
13.8.35    10    337    1    (7, 118)    North-West    3.89101529167
13.8.35    10    337    2    (163, 144)        0.1
13.8.35    10    337    3    (98, 78)        0.0
13.8.35    10    337    4    (66, 34)        0.0
13.8.35    10    337    5    (248, 190)        0
13.8.35    10    337    6    (180, 226)        0
13.8.35    10    337    7    (248, 119)        0
13.8.35    10    338    1    (4, 112)    North-West    4.60977222865
13.8.35    10    338    2    (164, 145)        0.1
13.8.35    10    338    3    (98, 78)        0.0
13.8.35    10    338    4    (66, 34)        0.0
13.8.35    10    338    5    (248, 190)        0
13.8.35    10    338    6    (180, 226)        0
13.8.35    10    338    7    (248, 119)        0
13.8.35    10    339    1    (4, 112)    North-West    4.56179789118
13.8.35    10    339    2    (163, 144)        0.1
13.8.35    10    339    3    (97, 78)        0.1
13.8.35    10    339    4    (249, 189)        0.0
13.8.35    10    339    5    (183, 226)        0.0
13.8.35    10    339    6    (245, 116)        0
13.8.36    10    340    1    (4, 112)    North-West    4.51884941108
13.8.36    10    340    2    (164, 144)        0.1
13.8.36    10    340    3    (66, 34)        0.0
13.8.36    10    340    4    (184, 226)        0.1
13.8.36    10    340    5    (246, 115)        0
13.8.36    10    341    1    (4, 112)    North    1.96977156036
13.8.36    10    341    2    (163, 144)        0.1
13.8.36    10    341    3    (249, 188)        0.1
13.8.36    10    341    4    (183, 226)        0.0
13.8.36    10    341    5    (246, 116)        0
13.8.36    10    341    6    (82, 68)        0
13.8.36    10    341    7    (52, 204)        0
13.8.36    10    341    8    (371, 161)        0
13.8.36    10    342    1    (4, 111)        0.761577310586
13.8.36    10    342    2    (163, 144)        0.0
13.8.36    10    342    3    (250, 187)        0.22360679775
13.8.36    10    342    4    (183, 226)        0.0
13.8.36    10    342    5    (246, 115)        0
13.8.36    10    342    6    (83, 68)        0
13.8.36    10    342    7    (52, 204)        0
13.8.36    10    342    8    (371, 161)        0
13.8.37    10    343    1    (5, 103)        0.905538513814
13.8.37    10    343    2    (159, 140)        0.707106781187
13.8.37    10    343    3    (251, 188)        0.22360679775
13.8.37    10    343    4    (183, 226)        0.0
13.8.37    10    343    5    (245, 115)        0
