13.2.22    10    1435    1    (18, 118)        0.0
13.2.22    10    1436    1    (18, 118)        0.0
13.2.22    10    1437    1    (18, 118)        0.0
13.2.23    10    1438    1    (18, 118)        0.0
13.2.23    10    1439    1    (18, 118)        0.0
13.2.23    10    1441    1    (18, 119)        0
13.2.23    10    1442    1    (18, 118)        0
13.2.23    10    1443    1    (18, 118)        0
13.2.23    10    1444    1    (17, 119)        0
13.2.23    10    1445    1    (18, 119)        0
13.2.23    10    1446    1    (18, 118)        0
13.2.23    10    1447    1    (18, 118)        0
13.2.23    10    1448    1    (18, 118)        0
13.2.24    10    1449    1    (18, 119)        0.0
13.2.24    10    1450    1    (18, 119)        0.0
13.2.24    10    1451    1    (17, 119)        0.1
13.2.24    10    1451    2    (97, 147)        0
13.2.24    10    1452    1    (18, 118)        0.1
13.2.24    10    1452    2    (101, 147)        0
13.2.24    10    1453    1    (18, 118)        0.1
13.2.24    10    1453    2    (123, 139)        0
13.2.24    10    1454    1    (18, 118)        0.1
13.2.24    10    1455    1    (133, 136)        0
13.2.24    10    1456    1    (131, 135)        0
13.2.24    10    1457    1    (151, 128)        0
13.2.24    10    1458    1    (155, 129)        0
13.2.25    10    1459    1    (170, 125)        0
13.2.25    10    1460    1    (174, 126)        0.0
13.2.25    10    1461    1    (172, 125)        0.22360679775
13.2.25    10    1462    1    (169, 124)        0.538516480713
13.2.25    10    1463    1    (167, 124)        0.728010988928
13.2.25    10    1464    1    (167, 124)        0.728010988928
13.2.25    10    1465    1    (167, 124)        0.728010988928
13.2.25    10    1466    1    (167, 125)        0.5
13.2.25    10    1466    2    (277, 150)        0
13.2.25    10    1467    1    (167, 124)        0.2
13.2.25    10    1467    2    (282, 151)        0
13.2.26    10    1468    1    (167, 124)        0.0
13.2.26    10    1468    2    (279, 145)        0
13.2.26    10    1469    1    (167, 125)        0.1
13.2.26    10    1469    2    (286, 145)        0
13.2.26    10    1470    1    (167, 125)        0.1
13.2.26    10    1470    2    (297, 145)        0
13.2.26    10    1471    1    (167, 124)        0.1
13.2.26    10    1471    2    (308, 146)        0
13.2.26    10    1472    1    (167, 125)        0.1
13.2.26    10    1472    2    (318, 144)        0
13.2.26    10    1473    1    (168, 125)        0.141421356237
13.2.26    10    1474    1    (319, 148)        0
13.2.26    10    1475    1    (326, 149)        0.0
13.2.27    10    1476    1    (338, 150)    East    1.20415945788
13.2.27    10    1477    1    (347, 151)    East    2.10950231097
13.2.27    10    1478    1    (355, 148)    East    2.90172362571
13.2.27    10    1479    1    (361, 147)    East    3.50570962859
13.2.27    10    1480    1    (370, 147)    East    4.40454310911
13.2.27    10    1481    1    (379, 147)    East    4.11096095822
13.2.27    10    1482    1    (387, 148)    East    4.01123422403
13.2.27    10    1483    1    (395, 148)    East    4.0
13.2.27    10    1484    1    (402, 157)    East    4.2201895692
13.2.28    10    1485    1    (398, 162)    South-East    3.17647603485
13.2.28    10    1486    1    (400, 162)    South-East    2.58069758011
13.2.28    10    1487    1    (401, 164)    South-East    2.12602916255
13.2.28    10    1488    1    (401, 162)    South    1.52315462117
13.2.28    10    1489    1    (401, 161)        0.412310562562
13.2.28    10    1490    1    (401, 162)        0.3
13.2.28    10    1491    1    (401, 163)        0.141421356237
13.2.28    10    1492    1    (401, 162)        0.2
13.2.28    10    1493    1    (401, 163)        0.1
13.2.28    10    1494    1    (401, 164)        0.3
13.2.29    10    1495    1    (402, 164)        0.22360679775
13.2.29    10    1496    1    (401, 163)        0.0
13.2.29    10    1497    1    (400, 164)        0.22360679775
13.2.29    10    1498    1    (401, 163)        0.0
13.2.29    10    1499    1    (401, 164)        0.0
13.2.29    10    1501    1    (337, 156)        0
13.2.29    10    1502    1    (337, 156)        0
13.2.29    10    1503    1    (338, 156)        0
13.2.29    10    1504    1    (337, 155)        0
13.2.30    10    1505    1    (337, 156)        0
13.2.30    10    1506    1    (337, 156)        0
13.2.30    10    1507    1    (337, 155)        0
13.2.30    10    1508    1    (337, 156)        0
13.2.30    10    1509    1    (337, 156)        0.0
13.2.30    10    1510    1    (337, 156)        0.0
13.2.30    10    1511    1    (337, 156)        0.0
13.2.30    10    1512    1    (337, 156)        0.0
13.2.30    10    1513    1    (337, 155)        0.1
13.2.30    10    1514    1    (337, 156)        0.0
13.2.31    10    1516    1    (337, 156)        0
13.2.31    10    1517    1    (337, 156)        0
13.2.31    10    1518    1    (338, 156)        0
13.2.31    10    1519    1    (338, 156)        0
13.2.31    10    1520    1    (338, 156)        0
13.2.31    10    1521    1    (338, 156)        0
13.2.31    10    1522    1    (338, 157)        0
13.2.31    10    1523    1    (338, 156)        0
13.2.31    10    1524    1    (338, 156)        0.0
13.2.32    10    1525    1    (338, 156)        0.0
13.2.32    10    1526    1    (338, 157)        0.1
13.2.32    10    1527    1    (338, 156)        0.0
13.2.32    10    1528    1    (338, 156)        0.0
13.2.32    10    1529    1    (338, 156)        0.0
13.2.32    10    1531    1    (337, 156)        0
