13.1.22    10    797    1    (303, 236)    East    1.60312195419
13.1.22    10    797    2    (322, 205)    North    1.11803398875
13.1.22    10    798    1    (305, 236)    East    1.50332963784
13.1.22    10    798    2    (325, 204)        0.854400374532
13.1.22    10    799    1    (307, 235)    East    1.41421356237
13.1.22    10    799    2    (327, 204)        0.854400374532
13.1.22    10    800    1    (310, 235)    East    1.50332963784
13.1.22    10    800    2    (328, 203)        0.721110255093
13.1.22    10    801    1    (313, 234)    East    1.51327459504
13.1.22    10    801    2    (331, 203)        0.894427191
13.1.23    10    802    1    (316, 233)    East    1.33416640641
13.1.23    10    802    2    (334, 203)    East    1.21655250606
13.1.23    10    803    1    (307, 238)        0.282842712475
13.1.23    10    803    2    (336, 203)    East    1.10453610172
13.1.23    10    804    1    (304, 238)        0.424264068712
13.1.23    10    804    2    (338, 203)    East    1.10453610172
13.1.23    10    805    1    (303, 238)        0.761577310586
13.1.23    10    805    2    (340, 202)    East    1.20415945788
13.1.23    10    806    1    (303, 238)        1.07703296143
13.1.23    10    806    2    (342, 207)    East    1.17046999107
13.1.23    10    807    1    (303, 237)    West    1.36014705087
13.1.23    10    807    2    (343, 207)        0.98488578018
13.1.23    10    808    1    (302, 237)        0.509901951359
13.1.23    10    808    2    (345, 207)        0.98488578018
13.1.24    10    809    1    (302, 237)        0.22360679775
13.1.24    10    809    2    (347, 207)        0.98488578018
13.1.24    10    810    1    (302, 237)        0.141421356237
13.1.24    10    811    1    (348, 209)        1.06301458127
13.1.24    10    812    1    (351, 206)        0.905538513814
13.1.24    10    813    1    (356, 212)    East    1.39283882772
13.1.24    10    814    1    (362, 219)    South-East    2.08086520467
13.1.24    10    815    1    (364, 218)    South-East    2.02484567313
13.1.24    10    816    1    (365, 217)    East    1.87882942281
13.1.24    10    817    1    (367, 217)    South-East    1.94164878389
13.1.25    10    818    1    (369, 217)    East    1.39283882772
13.1.25    10    819    1    (370, 217)        0.824621125124
13.1.25    10    820    1    (368, 218)        0.4
13.1.25    10    821    1    (367, 217)        0.2
13.1.25    10    822    1    (372, 219)        0.538516480713
13.1.25    10    823    1    (373, 218)        0.412310562562
13.1.25    10    824    1    (374, 218)        0.412310562562
13.1.25    10    825    1    (375, 218)        0.7
13.1.25    10    826    1    (374, 217)        0.7
13.1.26    10    827    1    (374, 217)        0.282842712475
13.1.26    10    828    1    (374, 217)        0.141421356237
13.1.26    10    829    1    (374, 217)        0.1
13.1.26    10    830    1    (373, 217)        0.22360679775
13.1.26    10    831    1    (374, 217)        0.0
13.1.26    10    832    1    (373, 217)        0.1
